gene_0001	seripauperin PAU8
gene_4078	hypothetical protein
gene_4079	gag-pol fusion protein
gene_4080	gag protein
gene_4081	hypothetical protein
gene_4083	hypothetical protein
gene_4084	asparaginase ASP3-3
gene_4085	hypothetical protein
gene_4087	hypothetical protein
gene_4088	asparaginase ASP3-4
gene_4089	hypothetical protein
gene_4091	hypothetical protein
gene_4092	Rrt15p
gene_4093	Mas1p
gene_4094	protein SHH4
gene_4095	pseudouridine synthase PUS5
gene_4096	exocyst subunit SEC10
gene_4097	ubiquitin-ribosomal 40S subunit protein S31 fusion protein
gene_4098	Ups2p
gene_4099	Aps1p
gene_4100	diphthine synthase
gene_4101	hypothetical protein
gene_4102	isocitrate dehydrogenase (NADP(+)) IDP2
gene_4103	pseudouridine synthase CBF5
gene_4104	Rfx1p
gene_4105	hypothetical protein
gene_4106	Tfs1p
gene_4107	hypothetical protein
gene_4108	methionine adenosyltransferase SAM1
gene_4109	Vta1p
gene_4110	transcriptional regulator SWI6
gene_4111	Tos4p
gene_4112	ribosomal 60S subunit protein L37A
gene_4113	18S rRNA pseudouridine methyltransferase
gene_4114	Skg3p
gene_4115	ATP-binding cassette permease MDL1
gene_4116	Atg26p
gene_4117	Mmr1p
gene_4118	peroxin PEX13
gene_4119	translation initiation factor eIF3 core subunit j
gene_4120	Ups1p
gene_4121	Ncw2p
gene_4122	glycylpeptide N-tetradecanoyltransferase NMT1
gene_4123	rRNA-processing protein PWP1
gene_4124	snoRNP complex protein NOP56
gene_4125	Pba1p
gene_4126	tubulin-binding prefolding complex subunit YKE2
gene_4127	ubiquinone biosynthesis protein COQ9
gene_4128	Mss51p
gene_4129	Qri5p
gene_4130	Hmx1p
gene_4131	epsin
gene_4132	ubiquitin ligase complex subunit HRD3
gene_4133	GTPase-activating protein SEC13
gene_4134	purine-nucleoside phosphorylase
gene_4135	B-type cyclin CLB4
gene_4136	Atg38p
gene_4137	gamma-tubulin
gene_4138	putative glycosylase
gene_4139	ferric/cupric-chelate reductase
gene_4140	cell proliferation protein CDC123
gene_4141	peptidylprolyl isomerase CPR6
gene_4142	Coa4p
gene_4143	Msc3p
gene_4144	Ccc1p
gene_4145	Rsa3p
gene_4146	Utp13p
gene_4147	Ifh1p
gene_4148	Ucc1p
gene_4149	hypothetical protein
gene_4150	Bur2p
gene_4151	Ady4p
gene_4153	gag-pol fusion protein
gene_4154	gag protein
gene_4155	Ecm22p
gene_4156	Rho family GTPase CDC42
gene_4158	kynureninase
gene_4159	Est1p
gene_4160	DNA topoisomerase 3
gene_4161	hypothetical protein
gene_4162	thiamine transporter THI7
gene_4163	Far10p
gene_4164	lipoyl(octanoyl) transferase LIP2
gene_4165	phosphatidylinositol 3-kinase VPS34
gene_4166	Csc1p
gene_4167	sterol homeostasis protein ARV1
gene_4168	putative signal sequence-binding GTPase GPN3
gene_4169	methionine aminopeptidase MAP1
gene_4170	cytidine deaminase
gene_4171	palmitoyltransferase ERF2
gene_4173	E3 ubiquitin-protein ligase IRC20
gene_4174	serine/threonine protein kinase RCK2
gene_4175	translation elongation factor EF-3
gene_4176	Ssp120p
gene_4177	ethanol metabolism protein
gene_4178	Mcp2p
gene_4179	Ndl1p
gene_4180	hypothetical protein
gene_4181	Hap1p
gene_4182	gag protein
gene_4184	hypothetical protein
gene_4185	glycogen (starch) synthase GSY2
gene_4186	chaperone ATPase HSP60
gene_4187	sphinganine kinase LCB5
gene_4188	Vps63p
gene_4189	Rab family GTPase YPT6
gene_4190	Tma7p
gene_4191	Red1p
gene_4192	ribosomal 40S subunit protein S28B
gene_4193	hypothetical protein
gene_4194	Nej1p
gene_4195	Pdr8p
gene_4196	Bop2p
gene_4197	SNAP receptor SEC22
gene_4198	5'-(N(7)-methyl 5'-triphosphoguanosine)-(mRNA) diphosphatase
gene_4199	Cmg1p
gene_4200	condensin subunit YCS4
gene_4202	protein phosphatase regulator PIG1
gene_4203	MCM DNA helicase complex subunit MCM5
gene_4204	mRNA splicing protein SMD2
gene_4205	ATP-dependent DNA/RNA helicase
gene_4206	cleavage polyadenylation factor subunit YSH1
gene_4207	hypothetical protein
gene_4208	hypothetical protein
gene_4209	hypothetical protein
gene_4210	dodecenoyl-CoA isomerase
gene_4211	S-adenosylmethionine-dependent methyltransferase
gene_4212	hypothetical protein
gene_4213	Cts1p
gene_4214	hypothetical protein
gene_4215	ribosomal 40S subunit protein S30A
gene_4216	Mec3p
gene_4217	GTPase GUF1
gene_4218	ubiquinone biosynthesis protein COQ11
gene_4219	translation initiation factor eIF2B subunit beta
gene_4220	Sec63 complex subunit SEC72
gene_4221	Ran GTPase GSP1
gene_4222	F1F0 ATP synthase subunit h
gene_4223	hypothetical protein
gene_4224	hypothetical protein
gene_4225	Yhc1p
gene_4226	gamma-glutamyltransferase
gene_4227	glucan 1,3-beta-glucosidase
gene_4228	Hri1p
gene_4230	hypothetical protein
gene_4231	bifunctional cysteine synthase/O-acetylhomoserine aminocarboxypropyltransferase MET17
gene_4233	aconitate hydratase ACO1
gene_4234	1-phosphatidylinositol 4-kinase STT4
gene_4235	NEDD8-conjugating protein UBC12
gene_4236	chitin deacetylase CDA1
gene_4237	hypothetical protein
gene_4238	chitin deacetylase CDA2
gene_4239	Imh1p
gene_4240	Ras family guanine nucleotide exchange factor CDC25
gene_4241	Atg39p
gene_4242	mitochondrial 54S ribosomal protein YmL15
gene_4243	Sph1p
gene_4244	septin CDC3
gene_4245	Nkp2p
gene_4246	Tad3p
gene_4247	Est2p
gene_4248	Bud6p
gene_4249	Mms22p
gene_4250	Sfh1p
gene_4251	U2-type spliceosomal complex subunit CWC24
gene_4252	peroxisome biogenesis protein
gene_4253	ribosomal 60S subunit protein L38
gene_4254	hypothetical protein
gene_4255	Tma10p
gene_4257	nicotinamide-nucleotide adenylyltransferase NMA1
gene_4258	Rec102p
gene_4259	Chs5p
gene_4260	Jip3p
gene_4261	Mid2p
gene_4266	ribosomal 40S subunit protein S25B
gene_4268	nucleoporin NUP2
gene_4269	Sgd1p
gene_4270	Vrp1p
gene_4271	ribosomal protein P0
gene_4272	Spo77p
gene_4273	1,3-beta-D-glucan synthase
gene_4274	hypothetical protein
gene_4275	1,3-beta-glucanosyltransferase
gene_4277	ribosomal 60S subunit protein L26A
gene_4278	bifunctional fructose-2,6-bisphosphate 2-phosphatase/6-phosphofructo-2-kinase
gene_4279	Cis1p
gene_4280	karyopherin beta
gene_4281	Dic1p
gene_4282	sphingolipid homeostasis protein ORM2
gene_4283	putative hydrolase
gene_4284	hypothetical protein
gene_4285	Bud8p
gene_4286	sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate transaldolase TAL1
gene_4287	ketol-acid reductoisomerase
gene_4288	Atg33p
gene_4289	Rsc2p
gene_4290	hypothetical protein
gene_4291	adenylosuccinase ADE13
gene_4292	Vps38p
gene_4293	phosphoprotein phosphatase
gene_4294	hypothetical protein
gene_4295	mitogen-activated protein kinase kinase kinase STE11
gene_4296	Nmd4p
gene_4297	hypothetical protein
gene_4298	glutathione-disulfide reductase GRX8
gene_4299	hypothetical protein
gene_4300	ribosomal 40S subunit protein S22B
gene_4302	SCF ubiquitin ligase complex subunit MDM30
gene_4303	Hsp70 family ATPase SSQ1
gene_4304	Arc18p
gene_4305	Rho family guanine nucleotide exchange factor ROM2
gene_4306	fatty acid elongase ELO3
gene_4307	Vid22p
gene_4308	Stp3p
gene_4309	Psy3p
gene_4310	fructose 1,6-bisphosphate 1-phosphatase
gene_4312	translocon subunit SEC61
gene_4313	Csr1p
gene_4314	Ctf3p
gene_4315	leucine--tRNA ligase NAM2
gene_4316	DNA repair protein SMC6
gene_4317	Elongator subunit IKI3
gene_4318	Swc7p
gene_4319	Vac14p
gene_4320	Reh1p
gene_4321	ribosomal 40S subunit protein S29A
gene_4323	metalloendopeptidase
gene_4324	Ecm19p
gene_4325	Ccw14p
gene_4326	Art10p
gene_4327	Atp10p
gene_4328	SUMO ligase CST9
gene_4329	cytochrome c oxidase subunit VIII
gene_4330	tethering complex ATP-binding subunit VPS33
gene_4331	AAA family ATPase AFG2
gene_4332	SKI complex RNA helicase subunit SKI2
gene_4333	chromatin-binding protein BDF1
gene_4334	tRNA dihydrouridine synthase DUS3
gene_4335	zinc-coordinating transcription factor SFP1
gene_4336	seipin
gene_4337	tRNA dihydrouridine synthase
gene_4338	ribosomal 60S subunit protein L31B
gene_4339	hypothetical protein
gene_4340	hypothetical protein
gene_4341	Bls1p
gene_4342	rRNA-processing protein UTP21
gene_4343	inositol polyphosphate kinase VIP1
gene_4344	gag-pol fusion protein
gene_4345	gag protein
gene_4346	high-affinity Cu transporter CTR3
gene_4347	Ber1p
gene_4348	hypothetical protein
gene_4349	Ina1p
gene_4350	Pun1p
gene_4351	hypothetical protein
gene_4352	ESCRT-II subunit protein VPS36
gene_4353	Cdc73p
gene_4354	putative helicase
gene_4356	dihydroorotase
gene_4357	proteasome regulatory particle lid subunit RPN13
gene_4358	Dck1p
gene_4359	protein kinase regulatory subunit ATG17
gene_4360	mRNA splicing protein SPP382
gene_4362	Rho family guanine nucleotide exchange factor TUS1
gene_4363	Tda5p
gene_4364	Mag2p
gene_4365	Crn1p
gene_4366	putative DNA/RNA helicase SEN1
gene_4367	Atg23p
gene_4368	IMP dehydrogenase IMD3
gene_4369	calcineurin catalytic subunit A
gene_4370	Tsr2p
gene_4371	Ecm30p
gene_4372	Dif1p
gene_4373	ornithine-oxo-acid transaminase
gene_4374	U4/U6-U5 snRNP complex subunit LSM3
gene_4375	mitochondrial 54S ribosomal protein YmL4
gene_4376	Sec39p
gene_4377	ribosomal 40S subunit protein S1A
gene_4378	chromatin-silencing protein SIR3
gene_4379	Ecm7p
gene_4380	Gmc2p
gene_4381	hexokinase
gene_4382	H(+)-transporting V0 sector ATPase subunit d
gene_4383	ribosomal 60S subunit protein L6B
gene_4384	peptidylprolyl isomerase FPR4
gene_4385	hydroxymethylglutaryl-CoA reductase (NADPH) HMG2
gene_4386	leucine-responsive transcriptional regulator LEU3
gene_4387	GTPase-activating protein SST2
gene_4388	Rif2p
gene_4389	Fmp27p
gene_4391	Pdp3p
gene_4392	pyridoxal 5'-phosphate synthase
gene_4393	Nbp1p
gene_4394	GPI-anchor transamidase subunit GAB1
gene_4395	hypothetical protein
gene_4396	seripauperin PAU4
gene_4397	hypothetical protein
gene_4398	hypothetical protein
gene_4399	Y' element ATP-dependent helicase protein 1 copy 4
gene_4400	Y' element ATP-dependent helicase protein 1 copy 5
gene_4401	Y' element ATP-dependent helicase
gene_4402	Cos3p
gene_4403	hypothetical protein
gene_4404	ER oxidoreductin
gene_4405	Cox14p
gene_4406	Msc1p
gene_4407	Rsc9p
gene_4408	hydroxymethylglutaryl-CoA synthase
gene_4409	cytochrome-b5 reductase
gene_4410	alpha-tubulin TUB3
gene_4411	phosphate transporter PHO84
gene_4412	hypothetical protein
gene_4413	Rag GTPase GTR1
gene_4414	NADH-ubiquinone reductase (H(+)-translocating) NDI1
gene_4415	hypothetical protein
gene_4416	3'-5' poly(A) RNA exonuclease
gene_4417	Nab6p
gene_4418	borate transporter
gene_4419	Van1p
gene_4420	Taf8p
gene_4421	Dat1p
gene_4422	Ctk3p
gene_4423	ubiquitin-ubiquitin ligase BUL2
gene_4424	2-hexaprenyl-6-methoxy-1,4-benzoquinone methyltransferase
gene_4425	Zds2p
gene_4426	hypothetical protein
gene_4427	Pml39p
gene_4428	orotate phosphoribosyltransferase URA5
gene_4429	RNA-binding signal recognition particle subunit SEC65
gene_4430	Mdm1p
gene_4431	Nup188p
gene_4433	Cac2p
gene_4434	Cue4p
gene_4435	hypothetical protein
gene_4436	trehalose 6-phosphate synthase/phosphatase complex subunit
gene_4437	Arg81p
gene_4438	Taf13p
gene_4439	guanine nucleotide exchange factor VPS9
gene_4440	putative asparagine synthase
gene_4441	Rad10p
gene_4442	Gim5p
gene_4443	Utp14p
gene_4444	proteasome core particle subunit alpha 2
gene_4445	ribonuclease P
gene_4447	SCF ubiquitin ligase complex subunit UFO1
gene_4448	cytochrome-b5 reductase
gene_4449	D-arabinono-1,4-lactone oxidase
gene_4450	alpha-tubulin TUB1
gene_4451	hypothetical protein
gene_4452	putative cystathionine gamma-synthase
gene_4453	F1F0 ATP synthase subunit i
gene_4454	Tda9p
gene_4455	tRNA dihydrouridine synthase
gene_4456	hypothetical protein
gene_4457	peptidylprolyl isomerase CPR3
gene_4458	TRAPP subunit BET5
gene_4459	War1p
gene_4460	hydroxymethylglutaryl-CoA reductase (NADPH) HMG1
gene_4461	peptidylprolyl isomerase FPR3
gene_4462	ribosomal 60S subunit protein L6A
gene_4463	Tcb3p
gene_4464	Golgi transport complex subunit COG8
gene_4466	dihydroxyacetone kinase
gene_4467	FACT complex subunit POB3
gene_4468	Itt1p
gene_4469	Erv41p
gene_4470	Sma2p
gene_4471	origin recognition complex subunit 1
gene_4472	Ras family GTPase TEM1
gene_4473	ribosomal 40S subunit protein S1B
gene_4474	Mft1p
gene_4475	DNA helicase PIF1
gene_4476	8-oxoguanine glycosylase OGG1
gene_4477	lysophospholipase
gene_4478	Hug1p
gene_4479	ribonucleotide reductase inhibiting protein SML1
gene_4480	calcineurin catalytic subunit A
gene_4481	IMP dehydrogenase IMD4
gene_4483	signal peptidase complex subunit SPC2
gene_4484	Cyb2p
gene_4485	hypothetical protein
gene_4487	hypothetical protein
gene_4488	Sur7p
gene_4489	transcription regulator GAL80
gene_4490	Aim32p
gene_4491	U2 snRNP complex subunit RSE1
gene_4492	Gsf2p
gene_4493	pheromone-regulated K(+) transporter PRM6
gene_4494	Prp39p
gene_4496	gag-pol fusion protein
gene_4497	gag protein
gene_4498	Rrn11p
gene_4499	carnitine O-acetyltransferase CAT2
gene_4500	Vps71p
gene_4502	gag-pol fusion protein
gene_4503	gag protein
gene_4504	Ymd8p
gene_4505	hypothetical protein
gene_4506	Cgi121p
gene_4507	AMP deaminase
gene_4508	Src1p
gene_4509	recombinase RAD52
gene_4510	Ndc1p
gene_4511	Rcf1p
gene_4512	Usa1p
gene_4513	thioredoxin peroxidase TSA1
gene_4514	Yox1p
gene_4515	ribosomal 40S subunit protein S18B
gene_4516	mitochondrial 54S ribosomal protein YmL6
gene_4517	ribosomal 40S subunit protein S17A
gene_4518	Smc5-Smc6 complex subunit NSE5
gene_4519	adenine phosphoribosyltransferase APT1
gene_4520	uracil-DNA glycosylase
gene_4521	hypothetical protein
gene_4522	dolichyl-diphosphooligosaccharide--protein glycotransferase
gene_4523	hypothetical protein
gene_4524	Psp2p
gene_4525	salt homeostasis regulator
gene_4526	Taf11p
gene_4527	tRNA (carboxymethyluridine(34)-5-O)-methyltransferase
gene_4528	Ubx2p
gene_4529	Erv25p
gene_4530	Rad33p
gene_4531	transcription elongation factor SPT5
gene_4532	mitochondrial 54S ribosomal protein YmL39
gene_4533	sterol 24-C-methyltransferase
gene_4534	hypothetical protein
gene_4535	DNA-binding transcription factor YAP1
gene_4536	Gis4p
gene_4538	Trm12p
gene_4539	lactoylglutathione lyase GLO1
gene_4540	hypothetical protein
gene_4541	hypothetical protein
gene_4542	Rab family GTPase YPT7
gene_4543	polo kinase CDC5
gene_4544	hypothetical protein
gene_4545	Mix17p
gene_4546	Aim34p
gene_4547	Mvp1p
gene_4548	Taf4p
gene_4549	lysophospholipase
gene_4550	hypothetical protein
gene_4551	lysophospholipase
gene_4552	acireductone dioxygenase (Ni2+-requiring)
gene_4553	hypothetical protein
gene_4554	hexose transporter HXT2
gene_4556	translation initiation factor 3 subunit CLU1
gene_4557	dolichol kinase
gene_4565	Bud22p
gene_4566	C-22 sterol desaturase
gene_4567	Sok2p
gene_4568	Spo20p
gene_4569	hypothetical protein
gene_4570	Stb4p
gene_4571	polyamine oxidase
gene_4572	Mac1p
gene_4573	E2 ubiquitin-conjugating protein UBC7
gene_4574	Mss1p
gene_4576	mitochondrial 54S ribosomal protein YmL3
gene_4577	Csi1p
gene_4578	ubiquitin-protein ligase peroxin 12
gene_4579	putative methyltransferase
gene_4580	Tap42p
gene_4581	Far8p
gene_4582	Rsf1p
gene_4583	Eis1p
gene_4584	formin-binding protein HOF1
gene_4585	hypothetical protein
gene_4586	Arp9p
gene_4587	Rch1p
gene_4588	endopeptidase catalytic subunit
gene_4589	putative tyrosine protein phosphatase MIH1
gene_4590	stress-responsive transcriptional activator MSN2
gene_4591	copper chaperone CCS1
gene_4592	chromatin-binding transcription coactivator SUB1
gene_4593	Yet2p
gene_4594	D-arabinose 1-dehydrogenase (NAD(P)(+)) ARA2
gene_4596	Arg80p
gene_4597	transcription factor MCM1
gene_4598	Ioc4p
gene_4599	gag-pol fusion protein
gene_4600	gag protein
gene_4602	FG-nucleoporin NUP116
gene_4603	Csm3p
gene_4604	Erb1p
gene_4606	gag-pol fusion protein
gene_4607	gag protein
gene_4609	Far3p
gene_4610	Stb2p
gene_4611	H(+)-transporting V0 sector ATPase subunit a
gene_4612	Bub2p
gene_4613	ADP/ATP carrier protein AAC1
gene_4614	ferroxidase FET3
gene_4615	Sen15p
gene_4616	SAM complex subunit SAM37
gene_4617	cleavage polyadenylation factor subunit RNA14
gene_4618	glutamate N-acetyltransferase
gene_4619	Rim9p
gene_4620	Aep1p
gene_4621	Kar5p
gene_4622	Sov1p
gene_4623	Ubx4p
gene_4624	Avo2p
gene_4625	Nat4p
gene_4626	Mot3p
gene_4627	Tvp18p
gene_4628	DNA-binding protein ABF2
gene_4629	Irc21p
gene_4630	Sdd2p
gene_4631	Rco1p
gene_4632	Pds5p
gene_4634	ESCRT-III subunit protein VPS20
gene_4635	Ctf18p
gene_4636	phosphatidylinositol/phosphatidylcholine transfer protein SEC14
gene_4637	ATP-dependent RNA helicase NAM7
gene_4638	Isf1p
gene_4639	hypothetical protein
gene_4640	alcohol dehydrogenase ADH3
gene_4641	putative glutamine--fructose-6-phosphate transaminase
gene_4642	hypothetical protein
gene_4643	Seg1p
gene_4644	putative ADP-ribose 1''-phosphate phosphatase
gene_4645	Vba1p
gene_4646	m-AAA protease subunit YTA12
gene_4647	hypothetical protein
gene_4648	Npl6p
gene_4649	Aip1p
gene_4650	snoRNA-binding rRNA-processing protein UTP15
gene_4651	Ctf13p
gene_4652	putative pyridoxal 5'-phosphate synthase
gene_4653	pyridoxine biosynthesis protein SNZ1
gene_4654	putative GTPase MTG1
gene_4655	Atp25p
gene_4657	glucose-6-phosphate 1-epimerase
gene_4658	Mub1p
gene_4659	ditrans,polycis-polyprenyl diphosphate synthase
gene_4660	hypothetical protein
gene_4661	hypothetical protein
gene_4662	putative protein kinase YPK2
gene_4663	phosphoglucomutase PGM2
gene_4664	hypothetical protein
gene_4665	ATP-dependent DNA helicase YKU80
gene_4667	Spg4p
gene_4668	acetolactate synthase catalytic subunit
gene_4669	myosin 5
gene_4670	hexadecenal dehydrogenase
gene_4671	hypothetical protein
gene_4672	Med11p
gene_4673	dihydrofolate synthase
gene_4674	putative peptide hydrolase
gene_4675	Mgr3p
gene_4676	guanine nucleotide-binding protein subunit beta
gene_4678	kinetochore-associated Ndc80 complex subunit SPC24
gene_4679	protein SHH3
gene_4681	putative ubiquitin-protein ligase ASI1
gene_4682	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase ADE17
gene_4683	ribosomal 60S subunit protein L15B
gene_4684	hypothetical protein
gene_4685	hypothetical protein
gene_4686	Pkr1p
gene_4687	Epo1p
gene_4688	Sto1p
gene_4689	Dlt1p
gene_4690	Sas2p
gene_4691	ATP-dependent RNA helicase ECM16
gene_4692	Pom152p
gene_4693	hypothetical protein
gene_4694	ribosome biosynthesis protein RRB1
gene_4695	Jlp2p
gene_4696	Rec114p
gene_4697	Erg29p
gene_4698	glucose-induced degradation complex subunit GID8
gene_4699	Gat2p
gene_4700	Pso2p
gene_4701	Arf family GTPase CIN4
gene_4702	serine/threonine protein kinase RIM11
gene_4703	Sip5p
gene_4704	hypothetical protein
gene_4705	ribosomal 60S subunit protein L13B
gene_4706	ribosomal 40S subunit protein S16A
gene_4707	Fdo1p
gene_4708	NADH-ubiquinone reductase (H(+)-translocating) NDE1
gene_4709	translation initiation factor eIF3 subunit i
gene_4710	hypothetical protein
gene_4711	Osw5p
gene_4712	dolichyl-diphosphooligosaccharide-protein glycotransferase
gene_4713	endopeptidase catalytic subunit IMP1
gene_4714	Yim1p
gene_4715	FG-nucleoporin NUP53
gene_4716	Rim13p
gene_4717	hypothetical protein
gene_4718	polynucleotide 3'-phosphatase
gene_4719	Aim36p
gene_4720	mitochondrial 37S ribosomal protein MRPS8
gene_4722	hypothetical protein
gene_4723	Atg16p
gene_4724	hypothetical protein
gene_4725	type I HSP40 co-chaperone HLJ1
gene_4726	aminophospholipid-translocating P4-type ATPase DNF3
gene_4727	Inp2p
gene_4729	Mss11p
gene_4730	phosphatidate phosphatase PAH1
gene_4731	Mme1p
gene_4732	mismatch repair ATPase MLH1
gene_4733	Cep3p
gene_4734	aldehyde dehydrogenase (NAD(+)) ALD3
gene_4735	aldehyde dehydrogenase (NAD(+)) ALD2
gene_4736	Ear1p
gene_4737	Hot1p
gene_4738	DNA damage-responsive protein 48
gene_4739	Pai3p
gene_4740	Sip18p
gene_4741	hypothetical protein
gene_4742	Ecm5p
gene_4743	Mmt1p
gene_4744	hypothetical protein
gene_4745	Spt21p
gene_4746	polynucleotide 5'-phosphatase
gene_4747	hypothetical protein
gene_4748	Rgm1p
gene_4749	hypothetical protein
gene_4751	syntaxin
gene_4752	Add37p
gene_4753	Rtp1p
gene_4754	Hsp90 family chaperone HSC82
gene_4755	hypothetical protein
gene_4756	mitochondrial 37S ribosomal protein MRPS17
gene_4757	glycine decarboxylase subunit P
